Region,Q1,Q2,Q3,Q4,Q5,Q6:1,Q6:2,Q6:3,Q6:4,Q6:5,Q6:6,Q7:1,Q7:2,Q7:3,Q7:4,Q7:5,Q7:6,Q8,Q9,Q9a,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16a,Q16b,Q16c,Q16d,Q17,Q18,Q19,Q20:1,Q20:2,Q20:3,Q20:4,Q21,Q21a,Q21b,Q21c,Q21d,Q21e,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q28a,Q28b,Q28c,Q28d,Q29,Q29a,Q29b,Q29c,Q29d,Q29e,Q29f,Q29g,Q29h,Q29i,Q29j,Q29k,Q30,Q31,Q32:1,Q32:2,Q32:3,Q32:4,Q32:5,Q32:6,Q32:7,Q32:8,Q33:1,Q33:2,Q33:3,Q33:4,Q33:5,Q33:6,Q34,Q35,Q36,PosNeg,ServiceArea
Inner South,More than 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),60-69,Yes ,Repairs and maintenance,,Rent,,,,By phone,In person,,,,,No,Very dissatisfied,Fairly dissatisfied,Very dissatisfied,Unsure,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No,No ,,,,,,,Fairly dissatisfied,Yes,,,By phone,,Very dissatisfied,Very dissatisfied,Very dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,No,,Very dissatisfied,Very satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Minor problem,Minor problem,Minor problem,Minor problem,Not a problem at all,Major problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Minor problem,Not a problem at all,No,No,,,,,,,,Lack of interest,,,,,,Other,Very dissatisfied,Fairly dissatisfied,Perhaps more staff and better communication all around. How about more staff to answer phone.,Negative,Housing services - customer service
East,6 to 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),50-59,Yes ,,,Rent,,,Other,By phone,,,,,,Yes,Neither satisfied nor dissatisfied,Fairly dissatisfied,Neither satisfied nor dissatisfied,No,Fairly dissatisfied,Fairly satisfied,Yes,No ,,,,,,,Fairly satisfied,Yes,,,By phone,,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Fairly dissatisfied,Yes,Neither satisfied nor dissatisfied,Fairly dissatisfied,Fairly satisfied,Very satisfied,Very satisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,Major problem,Not a problem at all,Minor problem,Not a problem at all,Minor problem,Minor problem,Minor problem,Minor problem,Major problem,Major problem,Not a problem at all,Not a problem at all,Yes,No,,,,,Content of the meetings,,,Lack of interest,,,,,Social activities,,Fairly dissatisfied,Fairly satisfied,I would like some stability. A lease where they cant raise the rent every 6-12 months.,Negative,Housing services - rent
Inner West,6 to 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),50-59,Yes ,,,,,,Other,,,,By email,,,No,Very dissatisfied,Very dissatisfied,Very dissatisfied,Yes,Very dissatisfied,Very dissatisfied,Yes,Yes,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Yes,,In person,,,Fairly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Very satisfied,No,,Fairly dissatisfied,Very satisfied,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Very satisfied,Very satisfied,Fairly satisfied,Minor problem,Major problem,Minor problem,Not a problem at all,Not a problem at all,Minor problem,Minor problem,Minor problem,Minor problem,Major problem,Not a problem at all,Not a problem at all,Yes,Yes,,,,,Content of the meetings,,,,,,,,,Other,Very dissatisfied,Very dissatisfied,HF is an organisation with systemic problems. It needs an overhaul to provide better service for tenants. HF does not value or respect the opinions of tenants. HF is incompetent at property management and doesn't budget to maintain properties adequately.,Negative,Housing services
East,3 to 5 years,Chinese,Migrant (not born in Australia),60-69,Yes ,,,,Residency transfer,,,,In person,,,,,Yes,Very satisfied,Very satisfied,Very satisfied,Unsure,Very satisfied,Very satisfied,Unsure,No ,,,,,,,Very satisfied,No,,,,,,,,,,,,,,No opinion,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Minor problem,Minor problem,Minor problem,Minor problem,No,No,,,,,,,,Lack of interest,Activities for children and young people,,,,Social activities,Other,Very satisfied,Fairly satisfied,,,
South,3 to 5 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),80+,Yes ,,,,Residency transfer,,,By phone,,,,,,Yes,Very satisfied,Very satisfied,Very satisfied,Yes,Very satisfied,Very satisfied,Yes,No ,,,,,,,Very satisfied,Yes,,,By phone,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,Lack of interest,,,,,Social activities,,Very satisfied,Very satisfied,,,
East,Less than a year,Arabic,Migrant (not born in Australia),50-59,Yes ,Repairs and maintenance,,,,,,By phone,,,,,,Yes,Very satisfied,,Very satisfied,Yes,Very satisfied,Very satisfied,,No ,,,,,,,Very satisfied,Yes,,,By phone,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very satisfied,,,
Inner West,1 to 2 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),40-49,Yes ,Repairs and maintenance,,,,,,By phone,,,,,,Yes,Very satisfied,Very satisfied,Very satisfied,Yes,Very satisfied,Very satisfied,No,No ,,,,,,,Very satisfied,Yes,,,By phone,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very satisfied with HF.,Positive,HousingFirst generally
Inner South,6 to 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),60-69,No ,,,,,,,,,,,,,,,,Fairly satisfied,No,Fairly satisfied,Fairly satisfied,Yes,,,,,,,,Fairly satisfied,Yes,,,By phone,,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South,More than 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),60-69,Yes ,,,,,,Other,By phone,,,,,,No,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,Neither satisfied nor dissatisfied,Very satisfied,Unsure,No ,,,,,,,Fairly satisfied,Yes,,,By phone,,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can be a bit difficult phoning the service on the first attempt.,Negative,Housing services - customer service
Inner South,Less than a year,English,Migrant (not born in Australia),60-69,Yes ,Repairs and maintenance,,,,,,By phone,,,,,,Yes,Very satisfied,Very satisfied,Very satisfied,Yes,Very satisfied,Very satisfied,Yes,No ,,,,,,,Very satisfied,Yes,,,By phone,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Yes,Yes,,,,,,,,,,,,,,Other,Very satisfied,Very satisfied,,,
East,6 to 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),70-79,Yes ,Repairs and maintenance,,,,,,By phone,,,,,,No,Fairly dissatisfied,Very dissatisfied,Very dissatisfied,Yes,Fairly dissatisfied,Neither satisfied nor dissatisfied,Unsure,Yes,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Very dissatisfied,Fairly satisfied,Yes,,In person,By phone,,Very dissatisfied,Very dissatisfied,Very dissatisfied,,,,Fairly dissatisfied,Yes,Neither satisfied nor dissatisfied,Very dissatisfied,Very satisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Major problem,Major problem,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Yes,Yes,,,,,Content of the meetings,No feedback received or lack of action,,Lack of interest,,,,,,,Very dissatisfied,Neither satisfied nor dissatisfied,,,
East,6 to 10 years,Chinese,Migrant (not born in Australia),50-59,Yes ,Repairs and maintenance,,Rent,,,,,,By letter,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very satisfied,Very satisfied,Very satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Not a problem at all,Not a problem at all,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Yes,Yes,,,,Times/day of meetings,,,,,,,,,,,Very satisfied,Very satisfied,,,
East,More than 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),50-59,Yes ,Repairs and maintenance,Neighbourhood issues,,,,Other,By phone,,,,,,Yes,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Yes,Fairly dissatisfied,Neither satisfied nor dissatisfied,Yes,No ,,,,,,,Fairly satisfied,Yes,Via email,,,,Very satisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,Fairly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Minor problem,Major problem,Minor problem,Not a problem at all,Minor problem,Not a problem at all,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Major problem,Unsure,Yes,,,,,Content of the meetings,,,Lack of interest,,,,,,Other,Fairly dissatisfied,Fairly dissatisfied,"I am hopeful that since the recent meeting, things will start to improve as they have been very unsatisfactory for a couple of years.",Negative,Housing services
South,1 to 2 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),70-79,Yes ,Repairs and maintenance,,,,,,,,,By email,,,Yes,Very satisfied,Very satisfied,Very satisfied,Unsure,Fairly satisfied,Very satisfied,Unsure,No ,,,,,,,Fairly satisfied,Yes,,,By phone,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,Very satisfied,Very satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Fairly satisfied,Minor problem,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Yes,Unsure,,,,,,,,,,,,,,,Fairly satisfied,Very satisfied,My next door neighbour is apparently on some medication and behaves quite erratically and unfriendly. People say I am unlucky to have her as a neighbour so I have to avoid her and keep to myself. Not ideal. Otherwise everything is good.,Negative,Neighbour issues/disputes
East,1 to 2 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),60-69,Yes ,,Neighbourhood issues,,,,,By phone,,,,,,No,Very dissatisfied,,Very dissatisfied,Yes,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,Neither satisfied nor dissatisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,,,Major problem,,,Major problem,Major problem,,Major problem,Major problem,,,No,No,Location of the meetings,,,,,,,,,Employment opportunities,,,,,Fairly dissatisfied,Fairly dissatisfied,New tenants should go through a complete police check before a decision is made to allow anyone's application be accepted. Young people should be housed with other young people and old people with old people. I live in a brand new high rise of which 3 of us are old and 3 are young. All the young ones have caused trouble and smashed their units. When I complained to housing I was told that I was discriminating.,Negative,Neighbour issues/disputes
West,Less than a year,Other,Migrant (not born in Australia),50-59,No ,,,,,,,,,,,,,,,,Very satisfied,Yes,Very satisfied,Very satisfied,Yes,No ,,,,,,,Very satisfied,No,,,,,,,,,,,,,,No opinion,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Fairly satisfied,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Unsure,Unsure,,,,,,,,,,,,,,,Very satisfied,No opinion,,,
Inner South,More than 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),60-69,Yes ,Repairs and maintenance,,,,,,By phone,,,,,,No,Fairly dissatisfied,Fairly dissatisfied,Very dissatisfied,Unsure,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Unsure,No ,,,,,,,Fairly satisfied,Yes,,,By phone,,Very satisfied,Fairly satisfied,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Very dissatisfied,Very dissatisfied,No,,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Minor problem,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Minor problem,Minor problem,Not a problem at all,Major problem,Major problem,Not a problem at all,Major problem,Unsure,Unsure,,,,,,,,Lack of interest,,,,,,Other,Very dissatisfied,Fairly dissatisfied,"The letters, texts etc could be less officious. I get frightened every time. The last time I had an issue I felt not listened to and condescended too. My issue is still not resolved but I have almost given up because it is too unpleasant.",Negative,Housing services - customer service
East,3 to 5 years,Other,Migrant (not born in Australia),60-69,Yes ,Repairs and maintenance,,,Residency transfer,,,,In person,,,,,Yes,Very satisfied,Very satisfied,Very satisfied,Yes,Very satisfied,Very satisfied,Yes,Yes,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,,Yes,,,By phone,,Fairly satisfied,Very satisfied,Very satisfied,Fairly satisfied,Very satisfied,Very satisfied,Fairly satisfied,No,,Fairly satisfied,Very satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,,Very satisfied,Fairly satisfied,Not a problem at all,,,Not a problem at all,Minor problem,,,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,No,Unsure,,,,,,,,Lack of interest,,,,,Social activities,,Fairly satisfied,No opinion,,,
East,6 to 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),70-79,Yes ,Repairs and maintenance,,,,,,,In person,,,,,No,Very dissatisfied,,Very dissatisfied,Yes,Very dissatisfied,Very dissatisfied,Yes,Yes,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Yes,Via email,In person,By phone,,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,No,,,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Fairly satisfied,,Major problem,,,,,Major problem,Major problem,Major problem,Major problem,,,Yes,Yes,,,,,,,,,,,,,,,Very dissatisfied,Very dissatisfied,No one ever gets back to you.,Negative,Housing services - customer service
North,Less than a year,Other,Refugee or asylum seeker,20-29,Yes ,,,Rent,,,,By phone,,,,,,Yes,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Yes,Fairly satisfied,Neither satisfied nor dissatisfied,Unsure,No ,,,,,,,Very satisfied,No,,,,,,,,,,,,,,Neither satisfied nor dissatisfied,Fairly satisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Very dissatisfied,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,No,No,,,,,,,Language barrier,,,Employment opportunities,Training opportunities,,,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,,,
East,6 to 10 years,Russian,Migrant (not born in Australia),70-79,Yes ,Repairs and maintenance,,,Residency transfer,,,By phone,In person,,,,,Yes,Fairly satisfied,,Neither satisfied nor dissatisfied,Unsure,Fairly satisfied,Fairly satisfied,No,No ,,,,,,,Fairly dissatisfied,Yes,,,By phone,,Very satisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,No,,,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Not a problem at all,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,,Not a problem at all,Minor problem,Not a problem at all,Minor problem,Not a problem at all,Not a problem at all,No,No,,,,,,,Language barrier,,,,,,Social activities,,Fairly satisfied,Fairly satisfied,,,
East,3 to 5 years,English,Migrant (not born in Australia),60-69,Yes ,Repairs and maintenance,,,,,,By phone,,,,,,No,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Yes,Fairly satisfied,Fairly satisfied,Yes,No ,,,,,,,Fairly satisfied,No,,,,,,,,,,,,,,,Fairly satisfied,No opinion,Fairly satisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Not a problem at all,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Yes,Yes,,,,,,No feedback received or lack of action,,,,,,,,,Neither satisfied nor dissatisfied,Fairly dissatisfied,I cant speak to the CEO directly. When I call the office nobody answers the phone. Lift has been out of order for 3 moths and real estate claims there are no issues.,Negative,Housing services - customer service
